TargetGene	chr	start	end	averageCorr	averageCorrWeighted	Nchunks	Ncelltypes
FAM159B	chr5	64690057	64690557	0.00843536029455053	0.00756551497783621	329	28
FAM160A1	chr4	151408965	151409465	0.16080136283748	0.142925518248964	907	112
FAM160A2	chr11	6234461	6234961	0.662464492084085	0.670811095474887	462	131
FAM160B1	chr10	114821493	114821993	0.453251099587612	0.452547211425743	1033	131
FAM160B2	chr8	22088952	22089452	0.0621774284286457	0.0567940488665803	1027	123
FAM161A	chr2	61853893	61854393	0.727371486820465	0.712839330470057	560	131
FAM161B	chr14	73950164	73950664	0.798150945164159	0.790117593963859	543	131
FAM162A	chr3	122383925	122384425	0.554182430009116	0.549757001667682	619	131
FAM162B	chr6	116765473	116765973	0.0323780123542829	0.0256379325393126	439	49
FAM163A	chr1	179742912	179743412	0.00258819170883986	0.00189088861904818	347	23
FAM163B	chr9	133579996	133580496	NA	NA	NA	NA
FAM166A	chr9	137247542	137248042	0.0464485874229449	0.0468529010758029	281	35
FAM166B	chr9	35563649	35564149	0.0599490804678684	0.0569078310021706	587	84
FAM167A	chr8	11466517	11467017	0.188212681011424	0.18724825052956	1292	113
FAM167A-AS1	chr8	11368151	11368651	0.000590089330902245	0.000409162294147023	281	8
FAM167B	chr1	32246966	32247466	0.0522152590575942	0.0425590041668974	483	77
FAM168A	chr11	73597939	73598439	0.76018330290927	0.752371608932144	525	131
FAM168B	chr2	131093210	131093710	0.641561763067831	0.62902333837234	719	131
FAM169A	chr5	74866588	74867088	0.0681557778521433	0.0602851926699431	840	89
FAM169B	chr15	98514132	98514632	-0.000157269625179285	-0.000166481356061691	352	9
FAM170A	chr5	119629308	119629808	NA	NA	NA	NA
FAM170B	chr10	49133770	49134270	0.00352230427166938	0.0031405523768702	470	23
FAM170B-AS1	chr10	49121588	49122088	-3.76504572036645e-05	-1.42566787562735e-05	126	2
FAM171A1	chr10	15370809	15371309	0.00705613279444272	0.00664557695286899	811	70
FAM171A2	chr17	44363617	44364117	0.0787974557916328	0.0763559339825307	494	90
FAM171B	chr2	186693811	186694311	0.125192308004213	0.113308128505043	798	120
FAM172A	chr5	94111449	94111949	0.765065826749888	0.765059869874837	920	131
FAM172BP	chr3	101518616	101519116	0.0849109585739841	0.0747870524773086	288	48
FAM173A	chr16	720891	721391	0.410768321621943	0.411179974273809	297	129
FAM173B	chr5	10249659	10250159	0.825298089783483	0.821673499355777	727	131
FAM174A	chr5	100535054	100535554	0.691419996297749	0.693538653470492	609	131
FAM174B	chr15	92655551	92656051	0.0825469159262612	0.0856106696464963	806	83
FAM175A	chr4	83484887	83485387	0.720627097389693	0.713262407441085	655	131
FAM175B	chr10	124801534	124802034	0.193576185113143	0.193066793956991	1492	131
FAM177A1	chr14	35046153	35046653	0.646909633743712	0.634326316195937	489	131
FAM177B	chr1	222736965	222737465	0.0469675584967283	0.0367348661078013	560	56
FAM178B	chr2	96897883	96898383	0.00546668018765708	0.00574819147676821	465	39
FAM180A	chr7	135748596	135749096	0.0120569493093174	0.00934351641619812	543	45
FAM180B	chr11	47586427	47586927	0.112602792804681	0.110718778849254	581	62
FAM181A	chr14	93918643	93919143	NA	NA	128	1
FAM181A-AS1	chr14	93926122	93926622	3.94243322370959e-05	5.52179774893974e-05	291	10
FAM181B	chr11	82733614	82734114	0.0124190088496899	0.0105115278614041	744	62
FAM182A	chr20	26054363	26054863	NA	NA	NA	NA
FAM182B	chr20	25801041	25801541	NA	NA	NA	NA
FAM183A	chr1	43147672	43148172	0.0308451913785017	0.0236138054421824	516	70
FAM183BP	chr7	38686839	38687339	5.57128077605037e-05	2.51971983782324e-07	79	5
FAM184A	chr6	119148943	119149443	0.173140181667106	0.174186708494136	1038	94
FAM184B	chr4	17781262	17781762	0.011483055043541	0.0098026053457675	377	29
FAM185A	chr7	102748701	102749201	NA	NA	NA	NA
FAM186A	chr12	50396372	50396872	0.033165025117662	0.0238299913461667	209	31
FAM186B	chr12	49605400	49605900	-2.82873628013907e-05	2.64043532087047e-05	66	5
FAM187B	chr19	35228475	35228975	0.00575132173557983	0.00543162384896035	231	23
FAM189A1	chr15	29570473	29570973	0.000282562126944882	0.000205148713226747	462	15
FAM189A2	chr9	69329074	69329574	1.30311612732612e-05	2.14581210893756e-05	182	3
FAM189B	chr1	155255233	155255733	0.238747905755047	0.24218171743741	186	111
FAM192A	chr16	57185814	57186314	0.711849503291184	0.725396636049444	938	131
FAM193A	chr4	2625181	2625681	0.0109314922358325	0.00891054696609787	437	25
FAM193B	chr5	177554335	177554835	0.159226712353303	0.150985327615829	573	129
FAM196A	chr10	127195908	127196408	0.00899081870094368	0.00747986517235692	482	30
FAM196B	chr5	169980507	169981007	0.0389518780167334	0.0318080185382965	1254	114
FAM197Y2	chrY	9375212	9375712	NA	NA	NA	NA
FAM197Y3	chrY	9504691	9505191	NA	NA	NA	NA
FAM197Y4	chrY	9354932	9355432	NA	NA	NA	NA
FAM197Y5	chrY	9375212	9375712	NA	NA	NA	NA
FAM197Y6	chrY	9395558	9396058	NA	NA	NA	NA
FAM197Y7	chrY	9354932	9355432	NA	NA	NA	NA
FAM197Y8	chrY	9375212	9375712	NA	NA	NA	NA
FAM197Y9	chrY	6263685	6264185	NA	NA	NA	NA
FAM198A	chr3	42979016	42979516	0.0176418661795396	0.0153661397827197	757	76
FAM198B	chr4	158172800	158173300	0.158312901164126	0.146335333667171	1006	108
FAM199X	chrX	104166224	104166724	0.696985167114904	0.690182445243117	369	131
FAM19A1	chr3	68003965	68004465	0.000144047510223269	0.000103956005078758	136	4
FAM19A2	chr12	62192589	62193089	0.0289180301024173	0.0242120746618263	676	98
FAM19A3	chr1	112720316	112720816	0.0136062490507374	0.0130842855567645	123	33
FAM19A4	chr3	68932360	68932860	-6.40943802566674e-05	-0.000461716052444856	202	17
FAM19A5	chr22	48576055	48576555	-1.02727155415311e-05	-2.88900914792664e-05	140	4
FAM200A	chr7	99551884	99552384	0.204873986899313	0.201300226925761	370	106
FAM200B	chr4	15681478	15681978	0.58032544081853	0.574707184398207	766	131
FAM201A	chr9	38620837	38621337	0.289263978593873	0.30940054967998	716	108
FAM201B	chr2	132352416	132352916	0.119143088319199	0.100578795139389	685	85
FAM204A	chr10	118342077	118342577	0.552118898345801	0.573949887252047	1022	130
FAM205A	chr9	34729288	34729788	NA	NA	15	1
FAM205BP	chr9	34838336	34838836	NA	NA	9	1
FAM205C	chr9	34895528	34896028	0.00553241763346482	0.00461763377224719	138	25
FAM206A	chr9	108934142	108934642	0.775037034295714	0.772647956159006	1022	131
FAM207A	chr21	44939746	44940246	0.107138870076804	0.103574364511139	1250	130
FAM208A	chr3	56663796	56664296	0.00122715374220102	0.000556555547219249	323	7
FAM208B	chr10	5684587	5685087	0.645156008757246	0.640576020230353	1036	131
FAM209A	chr20	56524478	56524978	-0.000104866715241741	-0.000147687018482072	40	2
FAM209B	chr20	56532995	56533495	NA	NA	NA	NA
FAM20A	chr17	68600704	68601204	0.0309882547992339	0.02788588713657	708	67
FAM20B	chr1	179025688	179026188	0.582609069417597	0.560642377733116	831	131
FAM210A	chr18	13726342	13726842	0.667642514987441	0.655450390745665	875	131
FAM210B	chr20	56358676	56359176	0.130683855100722	0.122571564112242	918	121
FAM212A	chr3	49803003	49803503	0.220385725081185	0.22776816806452	279	117
FAM212B	chr1	111739174	111739674	0.361913516199817	0.343136899549515	564	128
FAM212B-AS1	chr1	111739590	111740090	0.367874814896281	0.349104041490461	567	130
FAM213A	chr10	80408235	80408735	0.236011687160983	0.223840744267363	1210	117
FAM213B	chr1	2586499	2586999	0.515701990013079	0.521770944444424	673	130
FAM214A	chr15	52678384	52678884	0.645421251140397	0.617860447309706	803	131
FAM214B	chr9	35115661	35116161	0.398595159451765	0.389313593520057	366	131
FAM215A	chr17	43916957	43917457	0.0071780381677873	0.00523397384525309	293	41
FAM216A	chr12	110468176	110468676	0.672468272945349	0.651923804368868	471	130
FAM216B	chr13	42781299	42781799	-8.61295797195311e-05	-0.000318782728276119	94	6
FAM217A	chr6	4078973	4079473	-5.48695490055731e-05	-5.88398704488207e-05	35	2
FAM217B	chr20	59940138	59940638	0.707085302637471	0.69450406882684	677	131
FAM218A	chr4	164956697	164957197	0.309651412440905	0.274670281437619	890	112
FAM219A	chr9	34458320	34458820	0.363772405404288	0.38367292664265	572	124
FAM219B	chr15	74906644	74907144	0.316566460680196	0.313725635599181	739	131
FAM21EP	chr10	50067553	50068053	0.562039224858697	0.57208929528729	1034	120
FAM220A	chr7	6348709	6349209	0.278960252047289	0.279364546464389	956	130
FAM221A	chr7	23679863	23680363	0.0943216536690663	0.0885082489924415	770	116
FAM221B	chr9	35828497	35828997	0.24093942683436	0.227286396430392	511	130
FAM222A	chr12	109714131	109714631	0.0676193633429349	0.0590565603277706	820	110
FAM222A-AS1	chr12	109773237	109773737	0.00729055630968761	0.00644192066132352	705	55
FAM222B	chr17	28842589	28843089	0.270345662444174	0.265065670156025	550	131
FAM225A	chr9	113112645	113113145	NA	NA	NA	NA
FAM225B	chr9	113111427	113111927	0.0253921381993561	0.0246931289837637	437	49
FAM226A	chrX	72943500	72944000	NA	NA	NA	NA
FAM226B	chrX	72943500	72944000	NA	NA	NA	NA
FAM227A	chr22	38656379	38656879	0.422010186363751	0.427257238218224	382	116
FAM227B	chr15	49620671	49621171	0.757193865193998	0.769715991482511	577	131
FAM228A	chr2	24174792	24175292	-0.000192587571945546	-0.000292093183477159	52	4
FAM228B	chr2	24076623	24077123	0.746913464454204	0.753599537307602	253	131
FAM229A	chr1	32361993	32362493	0.241700931868121	0.213876466199848	524	91
FAM229B	chr6	112087220	112087720	0.638262717642956	0.632895985350297	1314	131
FAM230A	chr22	18486876	18487376	NA	NA	NA	NA
FAM230B	chr22	21166652	21167152	NA	NA	NA	NA
FAM231B	chr1	16538473	16538973	NA	NA	NA	NA
FAM231D	chr1	143793349	143793849	NA	NA	NA	NA
FAM234A	chr16	234295	234795	0.700590870507335	0.679064963302467	409	131
FAM234B	chr12	13044130	13044630	0.284499966471966	0.269554635344116	1114	127
FAM238A	chr10	26589614	26590114	NA	NA	NA	NA
FAM238B	chr10	26642857	26643357	-0.000102977826021499	-9.90987874425788e-05	144	5
FAM238C	chr10	26941751	26942251	NA	NA	66	1
FAM24A	chr10	122910450	122910950	NA	NA	NA	NA
FAM24B	chr10	122879391	122879891	0.359564713180839	0.369214069882076	1039	125
FAM24B-CUZD1	chr10	122879391	122879891	0.359564713180839	0.369214069882076	1039	125
FAM25A	chr10	87020038	87020538	NA	NA	NA	NA
FAM25BP	chr10	46368836	46369336	NA	NA	NA	NA
FAM26D	chr6	116528762	116529262	0.0150730617516893	0.0104503462440715	403	36
FAM26E	chr6	116511394	116511894	0.0968175727551462	0.0771642134780651	563	81
FAM26F	chr6	116461119	116461619	0.0453550425497719	0.0422713504806599	405	58
FAM27C	chr9	61853833	61854333	NA	NA	NA	NA
FAM27E5	chr17	22298513	22299013	NA	NA	NA	NA
FAM30A	chr14	105917728	105918228	8.56140995382449e-05	0.000119327757613974	262	7
FAM30C	chr15	21003026	21003526	NA	NA	NA	NA
FAM32A	chr19	16185150	16185650	0.182541708118902	0.170336468712734	564	121
FAM35A	chr10	87094945	87095445	0.647407676731249	0.648829367263672	677	131
FAM35BP	chr10	46651726	46652226	NA	NA	NA	NA
FAM35DP	chr10	47689449	47689949	NA	NA	NA	NA
FAM3A	chrX	154515992	154516492	0.48621969617913	0.478003622850884	497	131
FAM3B	chr21	41316483	41316983	0.00200049257145837	0.00106633173788626	360	25
FAM3C	chr7	121396118	121396618	0.622413032106085	0.628190699212506	1212	131
FAM3D	chr3	58666584	58667084	0.0475671835878972	0.0487921470520966	605	56
FAM3D-AS1	chr3	58606829	58607329	0.000606887717977218	0.000618200006216456	379	13
FAM41C	chr1	876552	877052	0.00050964045530685	0.000571423630873203	142	10
FAM43A	chr3	194685642	194686142	0.239416460706277	0.225340782492413	1191	130
FAM43B	chr1	20552188	20552688	0.000878678184948034	0.000413288272627771	300	33
FAM45A	chr10	119103814	119104314	0.453869271781262	0.43732422721895	883	128
FAM45BP	chr10	119103866	119104366	0.46455721207826	0.446775580522352	892	129
FAM46A	chr6	81752461	81752961	0.608346369424086	0.581331435791038	708	129
FAM46B	chr1	27012592	27013092	0.138056265655082	0.122718312180359	643	120
FAM46C	chr1	117605731	117606231	0.554389406880753	0.553909109357904	1141	130
FAM46D	chrX	80420196	80420696	NA	NA	NA	NA
FAM47A	chrX	34132080	34132580	NA	NA	NA	NA
FAM47B	chrX	34942545	34943045	NA	NA	NA	NA
FAM47C	chrX	37008108	37008608	NA	NA	NA	NA
FAM47E	chr4	76251449	76251949	0.0970887855411211	0.0950452661571209	871	109
FAM47E-STBD1	chr4	76251449	76251949	0.0970887855411211	0.0950452661571209	871	109
FAM49A	chr2	16665616	16666116	0.156234790933206	0.157511318346723	1113	107
FAM49B	chr8	129939622	129940122	0.433408995607803	0.422609568389706	1015	131
FAM50A	chrX	154443875	154444375	0.15622197919826	0.12700228446003	529	125
FAM50B	chr6	3849115	3849615	0.126236339308823	0.105104598569326	975	108
FAM53A	chr4	1683741	1684241	0.373461550729443	0.364101237774199	793	127
FAM53B	chr10	124744111	124744611	0.244263147450758	0.230408999260941	1377	131
FAM53B-AS1	chr10	124703777	124704277	0.0847246630068057	0.0796928765365272	1204	91
FAM53C	chr5	138337764	138338264	0.699973519356499	0.686409181824146	211	131
FAM57A	chr17	732295	732795	0.0566789716505008	0.0539955320252113	1058	102
FAM57B	chr16	30030615	30031115	0.001652899582307	0.00110246858413966	158	11
FAM58A	chrX	153598927	153599427	0.173670259231146	0.183107034362405	889	125
FAM60A	chr12	31325937	31326437	0.560644717878665	0.549324739777558	529	131
FAM66A	chr8	12361768	12362268	NA	NA	NA	NA
FAM66B	chr8	7355104	7355604	0.39776319357544	0.395684695246246	858	95
FAM66C	chr12	8179958	8180458	0.116567962093821	0.124059362821864	393	81
FAM66D	chr8	12115531	12116031	NA	NA	NA	NA
FAM66E	chr8	7954762	7955262	NA	NA	NA	NA
FAM69A	chr1	92961272	92961772	0.549652641194024	0.525889031960599	873	131
FAM69B	chr9	136712321	136712821	0.00934426811268356	0.00805004026499843	546	52
FAM69C	chr18	74457018	74457518	0.000222921930153798	0.000182996380705574	336	12
FAM71A	chr1	212624196	212624696	0.00469976337152903	0.00476369984121223	285	21
FAM71B	chr5	157166018	157166518	0.00255315410138	0.00206593550884442	233	12
FAM71C	chr12	99647499	99647999	1.74133195045817e-05	5.78629658376914e-06	182	2
FAM71D	chr14	67189142	67189642	0.00308674991780293	0.00260625865105785	523	26
FAM71E1	chr19	50476496	50476996	0.026266431778247	0.0212496263212258	425	98
FAM71E2	chr19	55363002	55363502	0.0018960990398985	0.000723297066821618	159	20
FAM71F1	chr7	128715091	128715591	0.00698220501349029	0.00643143885513786	491	36
FAM71F2	chr7	128672015	128672515	-3.78265598031951e-05	-5.20698242836865e-05	446	16
FAM72A	chr1	206202625	206203125	NA	NA	NA	NA
FAM72B	chr1	143971719	143972219	0.369151126303622	0.374596121889511	201	85
FAM72D	chr1	143971739	143972239	NA	NA	NA	NA
FAM74A3	chr9	66977067	66977567	NA	NA	NA	NA
FAM74A4	chr9	39370668	39371168	NA	NA	NA	NA
FAM76A	chr1	27725728	27726228	0.534557031585661	0.532934077520199	641	128
FAM76B	chr11	95789540	95790040	0.727824524103714	0.725128064885932	595	131
FAM78A	chr9	131276269	131276769	0.118030901584921	0.118604518757806	645	92
FAM78B	chr1	166166505	166167005	0.037575918071787	0.0325376445925857	533	71
FAM81A	chr15	59437922	59438422	0.0406720276701374	0.0358208497998019	1029	100
FAM81B	chr5	95391093	95391593	0.00832736496493838	0.00769075514553893	415	32
FAM83A	chr8	123182101	123182601	0.0293958544730924	0.0287660659567348	371	49
FAM83A-AS1	chr8	123202493	123202993	0.0324904728036227	0.0308744000255381	438	61
FAM83B	chr6	54846520	54847020	0.0944322996423934	0.0904830451833825	689	72
FAM83C	chr20	35292172	35292672	0.00026919461155167	0.000327023494604878	101	9
FAM83C-AS1	chr20	35285000	35285500	0.375725946513897	0.394250227126373	382	126
FAM83D	chr20	38926061	38926561	0.241310574716759	0.270470474162259	713	121
FAM83E	chr19	48613187	48613687	0.193700277756788	0.183681792721568	300	81
FAM83F	chr22	39994698	39995198	0.0450008577438673	0.0423066673809345	427	54
FAM83G	chr17	19004497	19004997	0.287761386134364	0.279283825462764	840	124
FAM83H	chr8	143733494	143733994	0.0785892029596387	0.0774452570207139	529	89
FAM83H-AS1	chr8	143733889	143734389	0.0646049231860465	0.0609965318357594	543	83
FAM84A	chr2	14632432	14632932	0.0541008138597459	0.0408608987814512	598	53
FAM84B	chr8	126558216	126558716	0.236385671497671	0.209020486520213	1154	127
FAM86B1	chr8	12193865	12194365	0.292123284633923	0.289857154303364	617	77
FAM86B2	chr8	12436093	12436593	NA	NA	NA	NA
FAM86B3P	chr8	8228319	8228819	0.310146992777879	0.311181719180945	938	90
FAM86C1	chr11	71787260	71787760	NA	NA	NA	NA
FAM86C2P	chr11	67805086	67805586	NA	NA	NA	NA
FAM86DP	chr3	75434865	75435365	0.767194956966888	0.752033629967107	502	131
FAM86EP	chr4	3955178	3955678	NA	NA	NA	NA
FAM86FP	chr12	8242696	8243196	0.608790397735844	0.599239703331991	421	130
FAM86HP	chr3	130111183	130111683	0.604804325140958	0.591473352361539	592	128
FAM86JP	chr3	125916350	125916850	0.557622131949309	0.525627666377026	912	130
FAM87A	chr8	382924	383424	0.00232160087100542	0.00185304418206486	320	15
FAM87B	chr1	817120	817620	NA	NA	NA	NA
FAM89A	chr1	231039999	231040499	0.101524494112961	0.0983077947395401	810	113
FAM89B	chr11	65572098	65572598	0.346244652689993	0.322558208730258	667	129
FAM8A1	chr6	17600036	17600536	0.435086221883589	0.422114717779985	835	131
FAM90A1	chr12	8227368	8227868	0.0415421659270169	0.0381510597188829	273	54
FAM90A10P	chr8	7769333	7769833	NA	NA	NA	NA
FAM90A25P	chr8	12417782	12418282	NA	NA	NA	NA
FAM90A27P	chr19	53282039	53282539	NA	NA	NA	NA
FAM90A2P	chr8	12177017	12177517	NA	NA	NA	NA
FAM90A7P	chr8	7574148	7574648	NA	NA	NA	NA
FAM91A1	chr8	123768188	123768688	0.499713639107784	0.513775747829112	811	129
FAM92A	chr8	93700256	93700756	0.127902270905734	0.120732450115486	945	115
FAM92A1P2	chr4	183037414	183037914	NA	NA	47	1
FAM92B	chr16	85112258	85112758	0.0102161468250646	0.0113450561142364	319	22
FAM95A	chr2	94760934	94761434	NA	NA	NA	NA
FAM95C	chr9	38545122	38545622	0.000464074091378506	0.000263489959007231	78	9
FAM96A	chr15	64093758	64094258	0.634664700428265	0.628454022043893	642	131
FAM96B	chr16	66934173	66934673	0.176825297117514	0.181099196541711	683	131
FAM98A	chr2	33599112	33599612	0.6548517691447	0.653920839180288	654	131
FAM98B	chr15	38453876	38454376	0.479893208055565	0.458363121877421	1088	131
FAM98C	chr19	38402884	38403384	0.0700207982112203	0.0604427888808545	569	110
FAM99A	chr11	1665348	1665848	NA	NA	NA	NA
FAM99B	chr11	1685379	1685879	-1.22269616361081e-05	-1.11114779422967e-05	33	3
FAM9A	chrX	8801133	8801633	NA	NA	NA	NA
FAM9B	chrX	9033877	9034377	NA	NA	NA	NA
FAM9C	chrX	13044548	13045048	NA	NA	46	1
FAN1	chr15	30903622	30904122	0.414645162810297	0.376639071986404	1269	114
FANCA	chr16	89816407	89816907	0.269096646884624	0.294188452713742	706	128
FANCB	chrX	14872819	14873319	0.903855917186088	0.911196221522406	775	131
FANCC	chr9	95317459	95317959	0.726801769340885	0.714927616262969	833	131
FANCD2	chr3	10026136	10026636	0.301997109828258	0.28973944067845	547	131
FANCD2OS	chr3	10107981	10108481	-2.33859455819901e-05	-0.000111984117607373	87	7
FANCE	chr6	35452110	35452610	0.0955666607256431	0.0865201144718484	650	128
FANCF	chr11	22625591	22626091	0.761983460407179	0.751022263791441	477	131
