GeneSymbol	gene_chr	gene_tss	gene_tss500bp	is_ubiqutious_uniform
C8orf49	chr8	11761005	11761505	False
C8orf58	chr8	22599350	22599850	False
C8orf59	chr8	85220172	85220672	True
C8orf74	chr8	10672386	10672886	False
C8orf76	chr8	123241148	123241648	False
C8orf82	chr8	144528824	144529324	True
C8orf86	chr8	38528412	38528912	False
C8orf87	chr8	93166600	93167100	False
C8orf88	chr8	90985007	90985507	False
C8orf89	chr8	73259252	73259752	False
C9	chr5	39364310	39364810	False
C9orf106	chr9	129320765	129321265	False
C9orf116	chr9	135499665	135500165	False
C9orf129	chr9	93346164	93346664	False
C9orf131	chr9	35041957	35042457	False
C9orf135	chr9	69820554	69821054	False
C9orf135-AS1	chr9	69820489	69820989	False
C9orf139	chr9	137027213	137027713	False
C9orf142	chr9	136992167	136992667	False
C9orf152	chr9	110207883	110208383	False
C9orf153	chr9	86259407	86259907	False
C9orf16	chr9	128160009	128160509	True
C9orf163	chr9	136483244	136483744	False
C9orf170	chr9	87148393	87148893	False
C9orf172	chr9	136844164	136844664	False
C9orf24	chr9	34381350	34381850	False
C9orf3	chr9	94726418	94726918	False
C9orf40	chr9	74952636	74953136	True
C9orf41-AS1	chr9	74952714	74953214	False
C9orf43	chr9	113410457	113410957	False
C9orf47	chr9	88990612	88991112	False
C9orf50	chr9	129620526	129621026	False
C9orf57	chr9	72060355	72060855	False
C9orf62	chr9	135342998	135343498	False
C9orf64	chr9	83956492	83956992	False
C9orf66	chr9	215643	216143	False
C9orf69	chr9	136118635	136119135	True
C9orf72	chr9	27573616	27574116	False
C9orf78	chr9	129835043	129835543	False
C9orf84	chr9	111783249	111783749	False
C9orf85	chr9	71911256	71911756	False
C9orf92	chr9	16252857	16253357	False
CA1	chr8	85377904	85378404	False
CA10	chr17	52158522	52159022	False
CA11	chr19	48646062	48646562	False
CA12	chr15	63381860	63382360	False
CA13	chr8	85245236	85245736	False
CA14	chr1	150257492	150257992	False
CA2	chr8	85463651	85464151	False
CA3	chr8	85438576	85439076	False
CA3-AS1	chr8	85462804	85463304	False
CA4	chr17	60149685	60150185	False
CA5A	chr16	87936256	87936756	False
CA5B	chrX	15738038	15738538	False
CA5BP1	chrX	15674665	15675165	True
CA6	chr1	8945583	8946083	False
CA7	chr16	66844128	66844628	False
CA8	chr8	60281173	60281673	False
CA9	chr9	35673667	35674167	False
CAAP1	chr9	26892578	26893078	False
CAB39	chr2	230713297	230713797	True
CAB39L	chr13	49401288	49401788	False
CABIN1	chr22	24011064	24011564	False
CABLES1	chr18	23134313	23134813	False
CABLES2	chr20	62407033	62407533	False
CABP1	chr12	120650256	120650756	False
CABP2	chr11	67523178	67523678	False
CABP4	chr11	67455096	67455596	False
CABP5	chr19	48043804	48044304	False
CABP7	chr22	29720104	29720604	False
CABS1	chr4	70334703	70335203	False
CABYR	chr18	24138705	24139205	False
CACFD1	chr9	133459714	133460214	False
CACHD1	chr1	64470542	64471042	False
CACNA1A	chr19	13506210	13506710	False
CACNA1B	chr9	137877538	137878038	False
CACNA1C	chr12	2052999	2053499	False
CACNA1C-AS1	chr12	2690907	2691407	False
CACNA1C-AS2	chr12	2671970	2672470	False
CACNA1C-AS4	chr12	2223231	2223731	False
CACNA1C-IT2	chr12	2048101	2048601	False
CACNA1C-IT3	chr12	2269525	2270025	False
CACNA1D	chr3	53494798	53495298	False
CACNA1E	chr1	181483299	181483799	False
CACNA1F	chrX	49233121	49233621	False
CACNA1G	chr17	50560817	50561317	False
CACNA1G-AS1	chr17	50561858	50562358	False
CACNA1H	chr16	1152990	1153490	False
CACNA1I	chr22	39570502	39571002	False
CACNA1S	chr1	201112316	201112816	False
CACNA2D1	chr7	82443556	82444056	False
CACNA2D2	chr3	50503347	50503847	False
CACNA2D3	chr3	54122415	54122915	False
CACNA2D3-AS1	chr3	54901005	54901505	False
CACNA2D4	chr12	1918454	1918954	False
CACNB1	chr17	39197453	39197953	False
CACNB2	chr10	18260404	18260904	False
CACNB3	chr12	48818220	48818720	False
CACNB4	chr2	151973836	151974336	False
CACNG1	chr17	67044285	67044785	False
CACNG2	chr22	36702395	36702895	False
CACNG3	chr16	24255302	24255802	False
CACNG4	chr17	66964613	66965113	False
CACNG5	chr17	66877022	66877522	False
CACNG6	chr19	53992037	53992537	False
CACNG7	chr19	53912486	53912986	False
CACNG8	chr19	53962785	53963285	False
CACTIN	chr19	3626565	3627065	False
CACTIN-AS1	chr19	3606996	3607496	False
CACUL1	chr10	118754996	118755496	False
CACYBP	chr1	174999505	175000005	True
CAD	chr2	27217139	27217639	False
CADM1	chr11	115504273	115504773	False
CADM2	chr3	85504808	85505308	False
CADM2-AS2	chr3	85827800	85828300	False
CADM3	chr1	159171313	159171813	False
CADM3-AS1	chr1	159202172	159202672	False
CADM4	chr19	43639589	43640089	False
CADPS	chr3	62875139	62875639	False
CADPS2	chr7	122886509	122887009	False
CAGE1	chr6	7389459	7389959	False
CAHM	chr6	163413700	163414200	False
CALB1	chr8	90082631	90083131	False
CALB2	chr16	71358462	71358962	False
CALCA	chr11	14972036	14972536	False
CALCB	chr11	15073349	15073849	False
CALCOCO1	chr12	53727273	53727773	False
CALCOCO2	chr17	48830737	48831237	False
CALCR	chr7	93574480	93574980	False
CALCRL	chr2	187448044	187448544	False
CALD1	chr7	134779162	134779662	False
CALHM1	chr10	103458641	103459141	False
CALHM2	chr10	103452155	103452655	False
CALHM3	chr10	103478990	103479490	False
CALM1	chr14	90396732	90397232	False
CALM2	chr2	47176373	47176873	False
CALM3	chr19	46600899	46601399	False
CALML3	chr10	5524638	5525138	False
CALML3-AS1	chr10	5525996	5526496	False
CALML4	chr15	68205860	68206360	False
CALML5	chr10	5499320	5499820	False
CALML6	chr1	1914576	1915076	False
CALN1	chr7	72412125	72412625	False
CALR	chr19	12938349	12938849	True
CALR3	chr19	16495942	16496442	False
CALU	chr7	128739041	128739541	False
CALY	chr10	133336721	133337221	False
CAMK1	chr3	9769734	9770234	False
CAMK1D	chr10	12349292	12349792	False
CAMK1G	chr1	209583449	209583949	False
CAMK2A	chr5	150289590	150290090	False
CAMK2B	chr7	44325381	44325881	False
CAMK2D	chr4	113761677	113762177	False
CAMK2G	chr10	73874341	73874841	False
CAMK2N1	chr1	20485985	20486485	False
CAMK2N2	chr3	184261213	184261713	False
CAMK4	chr5	111223986	111224486	False
CAMKK1	chr17	3892793	3893293	False
CAMKK2	chr12	121298058	121298558	False
CAMKMT	chr2	44361653	44362153	False
CAMKV	chr3	49869972	49870472	False
CAMLG	chr5	134738229	134738729	True
CAMP	chr3	48223096	48223596	False
CAMSAP1	chr9	135906909	135907409	True
CAMSAP2	chr1	200739307	200739807	False
CAMSAP3	chr19	7595651	7596151	False
CAMTA1	chr1	6785073	6785573	True
CAMTA2	chr17	4987415	4987915	False
CAND1	chr12	67269030	67269530	False
CAND1.11	chr11	10308062	10308562	False
CAND2	chr3	12796421	12796921	False
CANT1	chr17	79009567	79010067	True
CANX	chr5	179698678	179699178	True
CAP1	chr1	40040332	40040832	False
CAP2	chr6	17393254	17393754	False
CAPG	chr2	85410447	85410947	False
CAPN1	chr11	65181582	65182082	False
CAPN10	chr2	240586465	240586965	False
CAPN10-AS1	chr2	240586066	240586566	False
CAPN11	chr6	44158560	44159060	False
CAPN12	chr19	38744224	38744724	False
CAPN13	chr2	30807195	30807695	False
CAPN14	chr2	31217295	31217795	False
CAPN15	chr16	527605	528105	False
CAPN2	chr1	223712166	223712666	True
CAPN3	chr15	42359249	42359749	False
CAPN5	chr11	77066694	77067194	False
CAPN6	chrX	111270296	111270796	False
CAPN7	chr3	15205975	15206475	True
CAPN9	chr1	230747133	230747633	False
CAPNS1	chr19	36139675	36140175	False
CAPNS2	chr16	55566421	55566921	False
CAPRIN1	chr11	34051432	34051932	True
CAPRIN2	chr12	30754264	30754764	False
CAPS	chr19	5913393	5913893	False
CAPS2	chr12	75329806	75330306	False
CAPSL	chr5	35938529	35939029	False
CAPZA1	chr1	112619202	112619702	False
CAPZA2	chr7	116862258	116862758	False
CAPZA3	chr12	18737860	18738360	False
CAPZB	chr1	19485391	19485891	True
CARD10	chr22	37518953	37519453	False
CARD11	chr7	3043695	3044195	False
CARD14	chr17	80178257	80178757	False
CARD16	chr11	105045074	105045574	False
CARD17	chr11	105101181	105101681	False
CARD18	chr11	105139484	105139984	False
CARD19	chr9	93095872	93096372	False
CARD6	chr5	40841057	40841557	False
CARD8	chr19	48249597	48250097	False
CARD8-AS1	chr19	48255424	48255924	False
CARD9	chr9	136373431	136373931	False
CARF	chr2	202911967	202912467	False
CARHSP1	chr16	8861560	8862060	False
CARM1	chr19	10871326	10871826	True
CARMIL1	chr6	25279177	25279677	False
CARMIL2	chr16	67644876	67645376	False
CARMIL3	chr14	24051746	24052246	False
CARMN	chr5	149406594	149407094	False
CARNMT1	chr9	75028180	75028680	False
CARNS1	chr11	67415427	67415927	False
CARS	chr11	3057201	3057701	True
CARS2	chr13	110705930	110706430	False
CARTPT	chr5	71718912	71719412	False
CASC1	chr12	25194912	25195412	False
CASC10	chr10	21497034	21497534	False
CASC11	chr8	127733717	127734217	False
CASC15	chr6	21666193	21666693	False
CASC16	chr16	52606725	52607225	False
CASC17	chr17	71201929	71202429	False
CASC18	chr12	105703952	105704452	False
CASC19	chr8	127197377	127197877	False
CASC2	chr10	118046570	118047070	False
CASC20	chr20	6426481	6426981	False
CASC21	chr8	127244386	127244886	False
CASC22	chr16	52258313	52258813	False
CASC23	chr11	8016259	8016759	False
CASC3	chr17	40140003	40140503	False
CASC4	chr15	44288460	44288960	False
CASC6	chr6	91690178	91690678	False
CASC8	chr8	127481889	127482389	False
CASC9	chr8	75278231	75278731	False
CASD1	chr7	94509607	94510107	False
CASK	chrX	41922784	41923284	False
CASKIN1	chr16	2196214	2196714	False
CASKIN2	chr17	75515333	75515833	False
CASP1	chr11	105034907	105035407	False
CASP10	chr2	201182647	201183147	False
CASP12	chr11	104898420	104898920	False
CASP14	chr19	15049229	15049729	False
CASP16P	chr16	3144040	3144540	False
CASP1P2	chr11	105071280	105071780	False
CASP2	chr7	143287964	143288464	False
CASP3	chr4	184649225	184649725	False
CASP4	chr11	104968348	104968848	False
CASP5	chr11	105022918	105023418	False
CASP6	chr4	109703223	109703723	False
CASP7	chr10	113679418	113679918	False
CASP8	chr2	201233192	201233692	False
CASP8AP2	chr6	89829649	89830149	False
CASP9	chr1	15524195	15524695	False
CASQ1	chr1	160190244	160190744	False
CASQ2	chr1	115768555	115769055	False
CASR	chr3	122183432	122183932	False
CASS4	chr20	56412007	56412507	False
CAST	chr5	96702409	96702909	False
CASTOR1	chr22	30289377	30289877	False
CASTOR2	chr7	74964567	74965067	False
CASZ1	chr1	10796426	10796926	False
CAT	chr11	34438674	34439174	False
CATIP	chr2	218356605	218357105	False
CATIP-AS1	chr2	218367652	218368152	False
CATIP-AS2	chr2	218357716	218358216	False
CATSPER1	chr11	66026267	66026767	False
CATSPER2	chr15	43648591	43649091	False
CATSPER2P1	chr15	43746048	43746548	False
CATSPER3	chr5	134967655	134968155	False
CATSPER4	chr1	26190377	26190877	False
CATSPERB	chr14	91731836	91732336	False
CATSPERD	chr19	5720426	5720926	False
CATSPERE	chr1	244461120	244461620	False
CATSPERG	chr19	38335552	38336052	False
CATSPERZ	chr11	64300140	64300640	False
CAV1	chr7	116524534	116525034	False
CAV2	chr7	116499350	116499850	False
CAV3	chr3	8733549	8734049	False
CBARP	chr19	1237741	1238241	False
CBFA2T2	chr20	33562114	33562614	False
CBFA2T3	chr16	88976846	88977346	False
CBFB	chr16	67028896	67029396	False
CBL	chr11	119206025	119206525	False
CBLB	chr3	105868793	105869293	False
CBLC	chr19	44777618	44778118	False
CBLL1	chr7	107743446	107743946	False
CBLN1	chr16	49281581	49282081	False
CBLN2	chr18	72544238	72544738	False
CBLN3	chr14	24429275	24429775	False
CBLN4	chr20	56005222	56005722	False
CBR1	chr21	36069673	36070173	True
CBR3	chr21	36134714	36135214	False
CBR3-AS1	chr21	36156058	36156558	False
CBR4	chr4	169010067	169010567	True
CBS	chr21	43076142	43076642	False
CBSL	chr21	43076142	43076642	False
CBWD1	chr9	178825	179325	False
CBWD2	chr2	113437440	113437940	False
CBWD3	chr9	68241694	68242194	False
CBX1	chr17	48100948	48101448	True
CBX2	chr17	79777927	79778427	False
CBX3	chr7	26200960	26201460	False
CBX3P2	chr18	2655145	2655645	False
CBX4	chr17	79839164	79839664	False
CBX5	chr12	54279881	54280381	False
CBX6	chr22	38872084	38872584	True
CBX7	chr22	39152400	39152900	False
CBX8	chr17	79796866	79797366	False
CBY1	chr22	38656402	38656902	True
CBY3	chr5	179680724	179681224	False
CC2D1A	chr19	13905892	13906392	False
CC2D1B	chr1	52365955	52366455	True
CC2D2A	chr4	15469614	15470114	False
CC2D2B	chr10	95999840	96000340	False
CCAR1	chr10	68720893	68721393	True
CCAR2	chr8	22604775	22605275	False
CCAT1	chr8	127219018	127219518	False
CCAT2	chr8	127400148	127400648	False
CCBE1	chr18	59697162	59697662	False
CCDC102A	chr16	57536315	57536815	False
CCDC102B	chr18	68797829	68798329	False
CCDC103	chr17	44899461	44899961	False
CCDC105	chr19	15010476	15010976	False
CCDC106	chr19	55647337	55647837	False
CCDC107	chr9	35658039	35658539	True
CCDC110	chr4	185471509	185472009	False
CCDC112	chr5	115296040	115296540	False
CCDC113	chr16	58249685	58250185	False
CCDC114	chr19	48319825	48320325	False
CCDC115	chr2	130342133	130342633	False
CCDC116	chr22	21632546	21633046	False
CCDC117	chr22	28772423	28772923	False
CCDC12	chr3	46981760	46982260	False
CCDC120	chrX	49058715	49059215	False
CCDC121	chr2	27628781	27629281	False
CCDC122	chr13	43879440	43879940	False
CCDC124	chr19	17934845	17935345	True
CCDC125	chr5	69332543	69333043	False
CCDC126	chr7	23597128	23597628	True
CCDC127	chr5	217932	218432	True
CCDC129	chr7	31552751	31553251	False
CCDC13	chr3	42773003	42773503	False
CCDC13-AS1	chr3	42732324	42732824	False
CCDC130	chr19	13731509	13732009	True
CCDC134	chr22	41800371	41800871	False
CCDC136	chr7	128791745	128792245	False
CCDC137	chr17	81666480	81666980	True
CCDC138	chr2	108786499	108786999	False
CCDC14	chr3	123961158	123961658	False
CCDC140	chr2	222297896	222298396	False
CCDC141	chr2	179049809	179050309	False
CCDC142	chr2	74482980	74483480	False
CCDC144A	chr17	16690074	16690574	False
CCDC144B	chr17	18625367	18625867	False
CCDC144CP	chr17	20320923	20321423	False
CCDC144NL	chr17	20895890	20896390	False
CCDC144NL-AS1	chr17	20868182	20868682	False
CCDC146	chr7	77122366	77122866	False
CCDC148	chr2	158456503	158457003	False
CCDC148-AS1	chr2	158166399	158166899	False
CCDC149	chr4	24912728	24913228	False
CCDC15	chr11	124953870	124954370	False
CCDC150	chr2	196639381	196639881	False
CCDC151	chr19	11434909	11435409	False
CCDC152	chr5	42756567	42757067	False
CCDC153	chr11	119195624	119196124	False
CCDC154	chr16	1444239	1444739	False
CCDC155	chr19	49387967	49388467	False
CCDC157	chr22	30356384	30356884	False
CCDC158	chr4	76407055	76407555	False
CCDC159	chr19	11346254	11346754	False
CCDC160	chrX	134236796	134237296	False
CCDC162P	chr6	109294052	109294552	False
CCDC163	chr1	45499829	45500329	False
CCDC166	chr8	143707859	143708359	False
CCDC167	chr6	37499674	37500174	True
CCDC168	chr13	102758822	102759322	False
CCDC169	chr13	36297605	36298105	False
CCDC169-SOHLH2	chr13	36297605	36298105	False
CCDC17	chr1	45623809	45624309	False
CCDC170	chr6	151493789	151494289	False
CCDC171	chr9	15552756	15553256	False
CCDC172	chr10	116324177	116324677	False
CCDC173	chr2	169694171	169694671	False
CCDC174	chr3	14651495	14651995	False
CCDC175	chr14	59576581	59577081	False
CCDC177	chr14	69574633	69575133	False
CCDC178	chr18	33439831	33440331	False
CCDC179	chr11	22860176	22860676	False
CCDC18	chr1	93180465	93180965	False
CCDC18-AS1	chr1	93345561	93346061	False
CCDC180	chr9	97307377	97307877	False
CCDC181	chr1	169427224	169427724	False
CCDC182	chr17	57745079	57745579	False
CCDC183	chr9	136796087	136796587	False
CCDC183-AS1	chr9	136808598	136809098	False
CCDC184	chr12	48183332	48183832	False
CCDC185	chr1	223393122	223393622	False
CCDC186	chr10	114173970	114174470	False
CCDC188	chr22	20149658	20150158	False
CCDC189	chr16	30761994	30762494	False
CCDC190	chr1	162868565	162869065	False
CCDC191	chr3	114056363	114056863	False
CCDC192	chr5	127703138	127703638	False
CCDC22	chrX	49235216	49235716	True
CCDC24	chr1	43991345	43991845	False
CCDC25	chr8	27772403	27772903	False
CCDC26	chr8	129574768	129575268	False
CCDC27	chr1	3752150	3752650	False
CCDC28A	chr6	138773269	138773769	False
CCDC28B	chr1	32200135	32200635	False
CCDC3	chr10	13001454	13001954	False
CCDC30	chr1	42534638	42535138	False
CCDC33	chr15	74318290	74318790	False
CCDC34	chr11	27362998	27363498	False
CCDC36	chr3	49198177	49198677	False
CCDC37-AS1	chr3	126394548	126395048	False
CCDC38	chr12	95942400	95942900	False
CCDC39	chr3	180679245	180679745	False
CCDC40	chr17	80036381	80036881	False
CCDC42	chr17	8744586	8745086	False
CCDC43	chr17	44689547	44690047	True
CCDC47	chr17	63773478	63773978	True
CCDC50	chr3	191328834	191329334	False
CCDC51	chr3	48439869	48440369	False
CCDC54	chr3	107377090	107377590	False
CCDC57	chr17	82212563	82213063	False
CCDC58	chr3	122382981	122383481	False
CCDC59	chr12	82358170	82358670	True
CCDC6	chr10	59906406	59906906	True
CCDC60	chr12	119334461	119334961	False
CCDC61	chr19	45995210	45995710	False
CCDC62	chr12	122774258	122774758	False
CCDC63	chr12	110846709	110847209	False
CCDC65	chr12	48903859	48904359	False
CCDC66	chr3	56556905	56557405	False
CCDC68	chr18	54959258	54959758	False
CCDC69	chr5	151223843	151224343	False
CCDC7	chr10	32445831	32446331	False
CCDC70	chr13	51861697	51862197	False
CCDC71	chr3	49166102	49166602	True
CCDC71L	chr7	106660938	106661438	False
CCDC73	chr11	32794408	32794908	False
CCDC74A	chr2	131527424	131527924	False
CCDC74B	chr2	130144884	130145384	False
CCDC77	chr12	401324	401824	False
CCDC78	chr16	726223	726723	False
CCDC8	chr19	46413412	46413912	False
CCDC80	chr3	112640893	112641393	False
CCDC81	chr11	86374485	86374985	False
CCDC82	chr11	96389669	96390169	False
CCDC83	chr11	85854850	85855350	False
CCDC84	chr11	118997882	118998382	False
CCDC85A	chr2	56183872	56184372	False
CCDC85B	chr11	65890153	65890653	False
CCDC85C	chr14	99604140	99604640	False
CCDC86	chr11	60841705	60842205	True
CCDC87	chr11	66592833	66593333	False
CCDC88A	chr2	55419671	55420171	False
CCDC88B	chr11	64339967	64340467	False
CCDC88C	chr14	91417594	91418094	False
CCDC89	chr11	85686027	85686527	False
CCDC9	chr19	47256223	47256723	False
CCDC90B	chr11	83286157	83286657	True
CCDC91	chr12	28190176	28190676	False
CCDC92	chr12	123972735	123973235	True
CCDC93	chr2	118013913	118014413	False
CCDC94	chr19	4246819	4247319	True
CCDC96	chr4	7042751	7043251	False
CCDC97	chr19	41309912	41310412	True
CCEPR	chr10	59176214	59176714	False
CCER1	chr12	90954926	90955426	False
CCER2	chr19	38911908	38912408	False
CCHCR1	chr6	31157539	31158039	False
CCIN	chr9	36169141	36169641	False
CCK	chr3	42265945	42266445	False
CCKAR	chr4	26490170	26490670	False
CCKBR	chr11	6259423	6259923	False
CCL1	chr17	34362983	34363483	False
CCL11	chr17	34285417	34285917	False
CCL13	chr17	34356201	34356701	False
CCL14	chr17	35986478	35986978	False
CCL15	chr17	36001788	36002288	False
CCL15-CCL14	chr17	36001788	36002288	False
CCL16	chr17	35981246	35981746	False
CCL17	chr16	57404516	57405016	False
CCL18	chr17	36064021	36064521	False
CCL19	chr9	34691027	34691527	False
CCL2	chr17	34255026	34255526	False
CCL20	chr2	227813591	227814091	False
CCL21	chr9	34709917	34710417	False
CCL22	chr16	57358532	57359032	False
CCL23	chr17	36017718	36018218	False
CCL24	chr7	75813465	75813965	False
CCL25	chr19	8052511	8053011	False
CCL26	chr7	75789496	75789996	False
CCL27	chr9	34662442	34662942	False
CCL28	chr5	43412141	43412641	False
CCL3	chr17	36089910	36090410	False
CCL3L1	chr17_KI270909v1_alt	252216	252716	False
CCL3L3	chr17	36196498	36196998	False
CCL4	chr17	36103576	36104076	False
CCL4L1	chr17	36210657	36211157	False
CCL4L2	chr17	36210812	36211312	False
CCL5	chr17	35880123	35880623	False
CCL7	chr17	34269965	34270465	False
